"status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","gene_id"
"OK",0.424136478094644,0.191322471968832,0.000484466438401228,"CD38",0.538708668838913,"CD38"
"OK",0.428361060167473,0.180548324333126,0.000482236867346086,"HIF1AN",0.543627114765039,"HIF1AN"
"OK",0.425374411418369,0.1881630679497,0.000476429311682968,"LINC02029",0.540154015204545,"LINC02029"
"OK",0.428088418626581,0.181243009030054,0.000474414638585665,"ZNF311",0.543334978552493,"ZNF311"
"OK",0.426748849057592,0.184657480602853,0.000472909654254324,"SSPO",0.541808715924718,"SSPO"
"OK",0.427680344895082,0.182282935552723,0.000472555626666657,"LINC01679",0.542890757353308,"LINC01679"
"OK",0.428105723267621,0.181198914586167,0.000472219735760952,"PSMD6-AS2",0.543334978552493,"PSMD6-AS2"
"OK",0.428986937314244,0.178953931983808,0.000470770441872851,"AC007228.2",0.544357470074035,"AC007228.2"
"OK",0.429619580057528,0.177342766770236,0.000466283709599836,"AC008467.1",0.545065532335317,"AC008467.1"
"OK",0.430210553511771,0.175838137494834,0.000458175117915579,"LY6G5B",0.545781969084734,"LY6G5B"
"OK",0.428543364907872,0.18008386445712,0.000457212960577827,"AC008763.2",0.543826538003354,"AC008763.2"
"OK",0.430948932870399,0.173958768912504,0.000455587940696011,"AL442128.2",0.546684218387919,"AL442128.2"
"OK",0.43146720328953,0.172640002433956,0.000454151147667568,"WDR31",0.547247697093952,"WDR31"
"OK",0.431558732149396,0.172407133668365,0.000452259224503861,"TAPT1",0.547331662758873,"TAPT1"
"OK",0.431333315459557,0.172980658240539,0.000450341959340385,"LINC01659",0.547109992785175,"LINC01659"
"OK",0.426752714195031,0.18464762555243,0.000449273414900469,"GGN",0.541808715924718,"GGN"
"OK",0.430972343565784,0.173899192653001,0.000446198403207759,"AL035420.3",0.546684218387919,"AL035420.3"
"OK",0.432429886806645,0.170191198130869,0.000444877772077554,"SAMD13",0.548372152684208,"SAMD13"
"OK",0.42962060214102,0.177340164181248,0.000444833299800573,"LINC02397",0.545065532335317,"LINC02397"
"OK",0.427739270005639,0.182132759887699,0.000443965297996936,"AC079447.1",0.542933663719345,"AC079447.1"
"OK",0.432562444732008,0.169854087179148,0.00044050639494895,"FRS3",0.548508064232995,"FRS3"
"OK",0.43331940699427,0.167929408534596,0.000436138259750782,"AL021707.6",0.54943568533393,"AL021707.6"
"OK",0.431593901163652,0.172317658749535,0.000428555860021427,"AC007336.1",0.547344143435829,"AC007336.1"
"OK",0.433441312483455,0.167619505723097,0.000428156671072224,"MIR181A2HG",0.54955801236608,"MIR181A2HG"
"OK",0.434791629370204,0.164187858718861,0.000424676587631697,"ZMYM3",0.551237730166625,"ZMYM3"
"OK",0.434833444290429,0.164081622843707,0.000424248178029463,"ZC4H2",0.551258402623265,"ZC4H2"
"OK",0.436135514426418,0.160774476046867,0.000411725528363206,"CNEP1R1",0.552876662565548,"CNEP1R1"
"OK",0.436309552522905,0.160332568151679,0.000401469616005457,"AC111182.1",0.553044276851294,"AC111182.1"
"OK",0.437613690713778,0.157022162736018,0.000398244875053343,"EPM2A",0.55449028767662,"EPM2A"
"OK",0.436381155891969,0.160150765938149,0.000394159466123541,"AC007620.3",0.553058282729778,"AC007620.3"
"OK",0.436364897874558,0.160192044865623,0.000392329693569519,"AL359921.1",0.553058282729778,"AL359921.1"
"OK",0.438655914336734,0.154377835732175,0.000389470023540188,"KCTD6",0.555745694366936,"KCTD6"
"OK",0.43741217176221,0.15753358220793,0.000388749184961607,"RNF182",0.554267446451352,"RNF182"
"OK",0.436318920686614,0.160308781918057,0.000386266562403599,"AL096701.3",0.553044276851294,"AL096701.3"
"OK",0.437145622410793,0.15821010065861,0.000384397391778405,"AC015987.1",0.553971906352415,"AC015987.1"
"OK",0.439094804691919,0.15326460828075,0.000382784859606904,"KCNE1",0.556269124715228,"KCNE1"
